InputStoryid,InputSentence1,InputSentence2,InputSentence3,InputSentence4,RandomFifthSentenceQuiz1,RandomFifthSentenceQuiz2,AnswerRightEnding
ae6a3c38-eb49-4e7d-b185-8f9bf0618bbf,Liz was babysitting 5 year old boy.,He wanted play hide and seek.,She found him few times but then he disappeared.,She was getting frantic she searched house him.,Liz got bored game and took nap.,"When she heard him giggling closet , Liz was relieved.",2
914f41cd-4518-492b-97c7-f13b82c29f76,Mark was running late work.,He tried get their time driving speed limit.,traffic cop pulled him over.,He was given speeding ticket.,Mark ended up being late work.,Mark was early work.,1
746bea88-d387-436e-afef-f5e92a2f8929,Amy always wanted play flute.,first day band she told teacher so.,She practiced flute everyday week.,It was terribly hard play flute.,Amy was very committed.,Amy showed little interest flute.,1
99f022f4-c2ee-4e02-a307-ad5c31868d15,Bryan was shopping fruit family.,He looked whole aisle but could not decide fruit.,"wife hated grapes , daughter hated apples.",Even son was fussy fruit eater!,Bryan bought pasta.,Bryan decided buy bananas.,2
bc18f305-4f3b-4296-a5ff-702dd706322c,Emily took child zoo.,"The saw many animals , including lions.",child was very afraid lions.,He started scream and cry.,Emily child walked closer lions.,Emily picked up child comfort him.,2
12807d27-8002-4330-91bf-1802fd3b5eff,Kim could have puppy she scored basket game.,She practiced day home.,She practiced gym school team.,Finally it was day big game.,Kim scored basket and got puppy.,Kim was upset when family got puppy.,1
794964a5-4e62-4a85-8e01-fd20b17aa72b,Karen was softball player.,team was n't doing very well.,coach gave them very inspiring speech.,Everyone started practice and work much harder.,Karen improved team.,Karen felt unmotivated hearing speech.,1
558a065f-e37a-4e6b-8d2a-3a4d962ba1fe,Kayla had n't been social event nearly three Year.,She was suffering crippling anxiety.,"longer she went interacting , more difficult it became.",brother was nervous her and took her therapist.,Kayla thought it was best date she 'd ever had.,Kayla told therapist she was suicidal and asked help.,2
f1e433e3-6cbe-4d7d-afee-3a39dc9d28ad,Ricky fell hiking woods.,He was terrified!,He thought he had fallen patch poison ivy.,Then he used nature guide identify plant.,He was relieved find out he was wrong.,Ricky was soaking wet falling pond.,1
71ddd569-e638-4f14-8bf3-60bd188f9971,husband loves Blue Belle ice cream.,"Not too long ago , Blue Belle had recall and quit producing.","son works Kroger , they recently had meeting Blue Belle.",Blue Belle ice cream arrived Kroger last week.,husband is so grateful!,husband is so disappointed!,1
c7856fb7-4924-489a-8702-9333b684a155,Oni had never performed audience.,But he entered talent show hoping win grand prize.,He thought he would just give it best try.,Oni sang show and everyone applauded.,Oni won talent show awesome singing.,talent show told Oni never come back.,1
12cf3857-c4b8-4733-9d39-e0b31f75fa4b,Ralph hates shopping.,mom makes him go.,They are there long time.,Ralph helps mom load and unload groceries.,Ralph mom punishes him refusing help.,He is surprised when mom gives him money helping.,2
fc53b072-2682-446b-b2f1-b3e2bc2ee73d,Kayla borrowed book sister.,She brought book her coffee shop read.,Kayla accidentally spilled some vanilla latte book.,She immediately went home inform sister.,Kayla was only child.,sister was mad!,2
a6df370d-4426-41df-aa6f-9fbf875374ee,Lenny wanted watch movie.,He drove local Hollywood video.,Lenny rented three horror movies.,Lenny went next door and bought pizza shop.,He went back home and binge watched all movies.,"When he got home , he prepared return three movies.",1
17ac6b6a-38c7-4d0c-92f0-cd1d0dc76827,Laura told story burning bras 60.,crowd went wild learning personal information.,Laura assured crowd that was long ago.,She put bid in President.,Laura was then impeached country.,Laura then became elected country.,2
4ff0bfb1-66ea-436d-858e-856e45b3f2e6,Charlie wanted be police officer Hawaii.,He passed tests and was hired Honolulu.,Charlie liked interacting community.,Charlie did n't like amount corruption force.,Charlie started taking bribes.,Charlie vowed change things he was ever made chief.,2
2161aee4-5906-4e0c-967d-dff83f59a304,I had two dogs that were very close.,older dog got very sick and was put sleep.,younger dog was very lonely.,We have neighbor dog come over play.,dog really enjoys having house himself.,dog feels much better playing dog.,2
96d9d324-0868-40bc-9959-1aae94dd3b55,Sean roommates notice clothes and bed start smell.,They tell him he needs clean laundry pretty soon.,"Sean protests first , but finally he cleans laundry.",roommates are grateful Sean no longer smells as bad.,Sean roommates got very angry he was n't listening.,They tell him never wait so long do laundry again.,2
1c3e9a4a-661f-48de-8107-e12331ef4674,"friend wants be doctor , so she took MCAT.","first time she took it , she did not get good enough score.",She studied very hard and took it again.,"time , she did very well!","She never discussed it again , and did n't become doctor.",We took her out drinks celebrate.,2
48bc580e-3694-4441-ac99-b175ecc1aa02,Kelly went down ocean relax.,She immediately went and put feet in.,"she put feet in however , wave captured her.",clothes got soaked.,Kelly went home change dry clothes.,Kelly was very happy have soaking wet clothes.,1
7efd5758-6c1f-4c3f-a78f-474683a8a688,Ben was excited go fishing grandfather first time.,"However , he found putting worms hook be disgusting.","He accidentally pricked finger one hooks , too.",Ben soon realized fishing was not him.,Ben asked grandfather when they could go fishing next.,Ben asked grandfather they could watch movie instead.,2
51331d6f-f1df-4163-8747-ec4c7d5b1d8a,Amelia was getting ready date nice Italian restaurant.,Amelia friend had set her up blind date week prior.,She got restaurant early and waited date.,Thirty minutes had passed and date did not show up.,Amelia went back home.,Amelia was very happy.,1
3200606c-05e1-4aca-93e9-047de5a933ec,mom really wanted get boy picture Santa.,boy was scared and refused.,mom told boy Santa was responsible bringing presents.,This changed boy mind.,boy hoped get lots presents Santa!,boy left getting picture taken.,1
0ead4e95-f11f-4fed-a8ef-47d46004934d,Stewart tried finish favorite task going bed.,"He got so engrossed it , he forgot keep fire going.","Shivering , he pulled bunch blankets himself.",He became very warm and content.,When he woke up it was freezing.,Stewart was glad he remembered keep fire going.,1
ea50a050-f5d7-4f1a-a12c-076e9ea82c99,Anthony wanted learn how speak Spanish.,"He found online Spanish course , and he enrolled.","Anthony studied hard , and eventually he learned language.",Anthony speaks Spanish fluently now.,Anthony became successful linguistic abilities.,Anthony could not get language down properly.,1
cde7e7d6-2ddc-4f5a-88f1-1a9105fe3198,Amy went grocery store work.,She had short list items buy.,store was half items.,Amy had go second grocery store.,She bought two skirts and blouse.,that she was able go home and cook good meal.,2
d59bdca1-4056-415b-9a7e-11d60e545af8,Joanie got ready blow dry hair date.,She was upset find blow dryer missing.,"Then , Joanie heard familiar sound coming outside.",She saw brother using blow dryer.,Joanie was pleased brother.,Joanie ran outside confront brother.,2
2fdb6362-2b1b-47b1-9a38-cb3ffe6e9201,Cornelia decides she wants rearrange apartment.,bed has stood next wall many Year.,Cornelia moves bed sit next window.,"When friends sees new arrangement , they love it.",Cornelia then moved bed back where it was.,Soon friends had arranged beds same way.,2
e245afa1-99b1-440c-91b6-f2e511c64380,Tim loved motorcycle.,He rode it whenever he could.,last week when he wrecked.,Now he almost never rides it.,Tim feels safe when he rides motorcycle.,Tim is scared ride motorcycle.,2
a0c199b8-13ca-43df-86fe-caab16c2cf64,Wendy landed first job nurse nursing home.,She really loved job and connected residents.,She really enjoyed talking little old lady particular.,"One day , lady showed pictures children.",Wendy ran room crying.,Wendy enjoyed seeing photos.,2
2856cf71-cd17-4448-9009-2a6781d2b8f7,Tom and Jake went concert.,They were seeing band they love.,They went general admission area.,very tall people were standing they could n't see thing.,Tom and Jake then could not see favorite band.,Tom and Jake enjoyed nice view.,1
bb8870d3-44c3-4223-9511-b3c0c9909353,Lester was proud he had spent Years cell phone.,He liked think he was less dependent technology others.,"However , one day car had flat tire and he wished he had phone.",He did not want have experience that again.,Lester continued life cell phone.,Lester went out and got best cell phone he could afford.,2
085eb2c2-bd13-439d-8a61-0244f1c27b25,Ben needed oil change car.,He knew they were quite expensive.,Then he saw coupon paper.,Ben cut it out and took it garage.,Ben was able get oil changed.,Ben sold kidney crack.,1
c2906cf8-eb46-420a-9012-1cae78ab3f55,I woke up hungry.,I poured bowl cereal but found I did not have milk.,contemplating using water I decided go store.,I walked corner and got half gallon 2 %.,I came home and ate cereal.,I came home and ate pizza.,1
23a9ba39-15bf-4243-a508-2dd550756ceb,Anna had saltwater fish tank.,She only kept coral it.,"Then she decided she wanted fish , too.",She bought few small clownfish and triggers.,Anna soon returned fish store.,Now Anna has diverse tank fish and coral.,2
20e398b2-135e-490f-bd48-df8864229f48,Holly was beautiful black cat that Lee loved very much.,"Saddly , Holy got very sick and Lee had put her sleep.",Lee was very sad missing Holly everyday.,One day soon little black kitten showed up Lee back door.,Lee decided adopt puppy.,Lee decided adopt kitten.,2
0990d818-d928-4d78-a5a5-41b6b4876019,Bob needed new pair socks.,He went local department store buy them.,store was having big sale.,He found himself buying lots great stuff.,Bob really enjoyed shopping trip.,Bob returned everything next day.,1
7502cdcb-1e6f-47af-adc4-6e7c292f3e8b,Young Reggie loved playing and watching american football.,favorite player was running back Jamal Lewis.,He was Salt Lake Airport family and saw hero.,He went up him saying he will also play professional football.,Jamal Lewis gave him personal advice and wished him best.,Young Reggie told him stay far away him.,1
fd6e207c-1c55-40c9-85fd-d6ac53ea0eb3,Ella found tiny robin ground.,She knew it must have fallen nest.,She wrapped it carefully and made it safe home.,Then she fed it worms hand.,She liked taking care robin.,But she did n't want robin anymore.,1
4d567833-0f68-4976-bf8c-d10ba68e0956,I made resolution quit job.,I wrote letter resignation.,I quietly went office and turned it in.,I quit job.,I 'm now free pursue career that will make me happy.,I go back work job tomorrow.,1
03a810c5-6385-470a-bf0f-4beae08c5284,I put black plastic rose vase water.,I left it bookcase few weeks.,Ten people asked me it.,"They wanted know why I had watered , fake flower.","Honestly , I did n't really know why either.",few weeks flower died.,1
ed8f4dfe-600e-4e68-af3d-22d2883ed575,Ben decided treat himself coffee.,He paid coffee using debit card.,"Later , bank called him saying he over drafted.",They explained he had pay thirty dollar charge.,Ben was frustrated extra charge.,Ben was happy getting call bank.,1
11c2d92c-ceaf-4796-8521-435c0d0e5831,Chris was second layover week.,"Pacing airport , he decided he would make use time.","Installing app phone , he began practicing french.",patron airport overheard him and offered himassistance,patron helped teach Chris how speak basic French.,patron did n't understand Chris he only spoke Chinese.,1
3bef731d-076d-4d20-a722-a2f8c2668796,"When I was kid , Google started first time.",I remember asking dad how use site.,He showed me how type and search anything I wanted.,"I became enthralled , and spent day desk having fun.",I learned lot Google.,I quickly become very angry it.,1
2fed71a3-7ba4-43b1-9ebf-b15ecbabbe62,Jeff was up promotion which he would have interview.,"He went home and studied real hard , memorizing answers.",He prepped many days he felt prepared interview.,He went in interview and passed flying colors!,He was pleased when he was given promotion.,He realized he needed quit job.,1
