InputStoryid,InputSentence4,RandomFifthSentenceQuiz1,RandomFifthSentenceQuiz2,AnswerRightEnding
222074bf-dded-4566-92c0-8dddf5272e37,He practices very hard.,Francisco became a good surfer.,Francisco became a good skier.,2
b4d4c62f-3043-4bd2-b51a-502a93477c41,Sai wore the sweater to picture day and got a lot of compliments.,Sal felt rotten.,Sal felt great.,2
bb17a4af-4b29-4cc9-9d3d-ffba54fbde43,"Before long, all ten friends had joined in the car finding adventure.",The friends found Alycia's truck.,Surprise they found it on the street she parked it.,2
62283acf-2724-47df-a5f7-27229dc5acfc,She asked her mother where it was.,Katie was disappointed when her mother said the back yard.,Katie was relieved when her mother said the back yard.,2
c171ddb2-af29-473a-acbb-a1262b464ada,Nearby residents called the police to complain about the noise.,The police told them to stop playing together.,The police told them to keep playing.,1
a5dbdbe4-d1b4-4cca-abc3-437cea2b8989,"Bill almost missed the ball, but he managed to hit it.",Eric hit the ball with his baseball bat.,Eric couldn't return Bill's hit and lost the match.,2
ac3a7c0b-8ef1-4a7e-8f54-b24369873596,There were only a few things in their price range.,Gina was very happy with the outfit she picked out.,Gina's mother took out a loan to cover the expenses.,1
d2110ec7-67be-418b-9e71-5fa884c13740,She started to feed them all peanuts.,She then scared away the squirrels.,The squirrels began to come to her house more often.,2
fd1fec57-08d2-4274-91b0-6160b41f164f,I held the bike as she begins cycling.,I pushed the bike over.,She soon learned to ride.,2
656c23c4-7342-4073-a2b4-a6f5fe5e2087,Inside her stomach was turning in knots.,Gina was natural rebel.,Gina was worried about her parents finding out.,2
b22e9193-17b6-4868-be18-d7736063a26f,On moving day she said goodbye to her friends.,Then they moved to their new house.,Alicia was happy to be leaving her old house.,1
77034191-c785-4040-8824-3c6435ef0bec,Right before he came back he left a message regarding their time.,He was happy that his friends considered him trustworthy.,He had to admit he didn't really like their cat very much.,1
3b074fb8-11c0-4bb5-b6eb-3a1870fd0cda,I looked in the oven and the chicken was ruined.,I ordered pizza to eat instead.,I loved the new raincoat I bought.,1
800c65e1-0a7d-4058-a943-a2f22efa1251,"When she got to school, she saw a sign that said class cancelled!",Laura felt she had wasted her time.,Laura had a good day in class that day.,1
02200fbb-9771-46f3-809b-1c70cb0c41d7,The branch holding the swing had broken and his daughter had fallen!,Ray laughed at the crazy situation.,Ray ran to his daughter to make sure she was okay.,2
e6aa4d18-ca05-41c2-a28b-067c52d59be1,They finally decided to close their tab.,They went home talking about their night.,They got into the plane.,1
4e219458-ab81-43ad-8c03-a5e04313bb3f,I used big words and tried to sound smart.,It worked and the speech was received well.,I stopped talking and went home.,1
f23da5e1-e975-442d-a3e8-187854d73580,"They took Nate to the doctor, who told them no medicine.",The doctor suggested that Jake attend counseling instead.,"He gave the parents a prescription, which they filled promptly.",1
39e4750c-7552-4768-8090-68e982acbae5,One day she tried to go there and found out they closed down.,Alice was upset she had to settle for Chinese food.,She invited all her friends to join her at that restaurant.,1
5166cfca-16ab-4e30-b944-115a9819ad1c,I hurried home.,I cooked the noodles.,I threw the noodles in the trash.,1
43d18abf-80a4-46c7-b81e-64389881989f,He looked all over his home.,He finally found it in the garage.,Pete decided it would be a great time to take a trip to Vegas.,1
05f00a90-899f-4138-8452-352e2787ef9d,Fred rode the fastest and scariest roller coaster at the park!,He decided to go home and cry.,He was so happy that he did and loved the park even more.,2
b760d9ca-110e-41da-bee3-7e21a59c10c3,She complained to the company promptly.,Wendy happily bought more of the bath oil.,The company gave Wendy a full refund and apology.,2
84b1b98f-1e3b-460b-92a7-ef7b8f87e76a,Jackson found that he loved the taste of beer.,He decided to have two.,E spit out his beer.,1
48d93df4-f763-4964-b61c-c8a281b27257,"Unfortunately, the fly saw him coming and buzzed away.",The frog had never had such a full stomach in his entire life.,The frog was still hungry.,2
e7f2f98f-c44e-448a-985c-cf849cc079d5,His mom was proud.,She gave him a dessert treat.,She yelled at him.,1
f403cad9-dd10-45b4-84c0-940adb678035,I began to slowly walk backwards.,Then I ran towards the snake.,The snake bit me.,2
64e5fb40-f5a3-4020-81e4-f2c22875ff0d,"In less than a year, he was out of money completely.",He was ecstatic over his gambling wins.,He decided he needed to do something about his addiction.,2
26663a1e-733a-436d-81fc-d2dc7de36f3b,I explained to her the fact that I used to be a leukemia patient.,"She cried and hugged me, admiring my bravery.","She stormed out, claiming I always changed the topic.",1
899bb94a-66ec-4a36-a26d-131571aff33a,Matthew's mother relented and abandoned her work.,Matthew's mother finished all of her work on the computer.,Matthew's mother put Matthew in his time-out corner.,2
dfcf593a-41ea-453d-9cc5-68323bd68577,She rose early every morning to run for miles.,Tine made the team with the best time of anyone.,Tine sat on the couch and ate bonbons instead of trying out.,1
c39a117f-2925-45d7-8bbb-41aeb4288587,"Finally, I saw something moving in the dark.",I ignored it and went home.,It was a deer that I was able to stalk and shoot successfully.,2
43581cb2-1ab6-4999-bac4-ad9ad9afc9d4,Needles were now stuck in Jack's pants.,It took 20 minutes to remove the needles and continue climbing.,Jack was able to climb without any discomfort.,1
ebe0057c-473b-4a3b-8361-746a9fbbf39c,They stopped and talked to him for awhile.,Jim asked Lynn on a date.,Lynn told Jim the he is unattractive.,1
4f062272-6c07-4f43-9e8b-ff12ba8dc264,Riley agreed to make herself over.,Riley looked much better and was well received.,Riley stopped being friends.,1
7bc4817f-77d4-488f-82fe-b9ae098085b1,She is deeply traumatized by it.,Ann is heart broken.,Ann is relieved she is not pregnant.,1
401dd8df-ea68-43e6-b446-4320f891ee9d,"To her shock, she won the contest.",Aya was very happy about the outcome of the contest.,Aya was very upset about the outcome of the contest.,1
6a8bdf10-7442-4f8e-8f3c-073efed3b7a0,He went around dusting the entire house.,His parents gave him three days off.,His parents threw him out of the house.,1
d26b71ef-6d65-4a35-a8b9-400cb8068d76,Anna was crushed and her leg was broken.,Anna sued them but got nothing because they had no insurance.,Anna went to the club and danced all night long.,1
595abbcc-f777-456f-86f7-7e7dccd2cdc5,The sky was full of black storm clouds.,Dave was so disappointed!,Dave was so relieved!,1
13cde7cf-2c08-435e-9bcb-5ec5caa5d71d,"He and Kim started shopping for a new, bigger home.",They purchased a nice home in a new neighborhood.,They both purchased sportscars with the money.,1
f95c252d-06a5-4b36-9d97-fd49781cb41b,I asked people to vote for Cover A or Cover B.,I have no computer.,Most people liked Cover A.,2
431d1f9b-b5af-4bc7-84bb-5ba8cc43fe93,It the post is not made of sisal she will reject it.,The cat accepted the new post made of sisal.,The cat rejected the new post made of sisal.,1
d5f57be5-3ca5-416e-b525-8cc2193b600a,The building and gaining was too slow for Daniel to succeed.,Daniel hated writing.,Daniel had to get an actual job.,2
3eb84632-b959-4a0a-aae3-f79c4a515cdb,Two guards were approaching him.,The guards stole the ball from Jeff.,Gary thanked me for my thoughtfulness.,1
dc91bd65-f0ca-4cbe-9e1f-73da6aefd7e5,We fell asleep counting the stars in the sky.,We will never camp again.,We had a wonderful time camping.,2
9bfb6178-81b2-4ea4-8571-3fc395b35de4,I took several of the items and went to the checkout.,I liked getting a good deal.,I decided to throw my bowling ball on the counter.,1
cd7faa5b-6895-4a34-a737-0b2efd11d8ae,She had a hard time finding work but gave job searching her all.,Joey finally received a call from an employer and got the job.,Joey spent her days playing video games.,1
03e1ec4c-f6e5-45bf-8ced-3d335a1d01fc,He was able to make new friends.,"Joe ordered some new cable channels, but was still unhappy.",He was much happier now that he some companions in his life.,2
d2c65c75-7b83-427e-8d29-76c3ce036b0e,She went to a class and breathed and focused.,She started teaching meditation the next day.,It helped her mental state immensely.,2
edd7b992-5e79-4359-8f60-99051b557b38,"She ate the greasy, fatty food with relish.",Nya decided to eat the same thing everyday.,Nya later regret eating unhealthy food.,2
1bb9dd9a-3abd-4368-9243-dde533686572,"By the end of the day, she was feeling better.",She decided rest has helped.,She hoped she would soon be sick again.,1
0d7b20c2-000f-4049-9d07-9a0187a1d46f,They finished the hike and were at the top.,Ted got in his car and drove home.,The view was great and Ted was happy they had come.,2
027408de-1e4b-43c6-805f-6e3ecce5aa65,I turned on the TV and a tornado warning came on!,A tornado came within 2 blocks of the house!,So I went outside to play.,1
ce715a40-f9c1-436f-87fd-8f582337b5a3,I went to the store the other day and bought what I needed.,I decided I didn't like drawing.,I went home and practiced drawing.,2
e173545d-f2fa-4f12-b117-58b2def77753,Her friends and family told her it was crazy to leave school.,Lisa still felt confident that her choice would make her happy.,Lisa got a degree in business.,1
edd718b9-d7fd-4109-9645-501281ad3335,She saw the movie with friends and had a great time.,When her parents caught her she was grounded.,Mary's friends were very disappointed in her.,1
a7e0d548-30b7-4d6b-b94b-746718b06b10,They went to the woods and hiked for hours.,Afterwards they watched the sunset from a cliff.,"Ivy returned home, and never spoke to Peter again.",1
9da06a52-ae28-4a98-b5c8-aa143b89dffd,The developer asked him how tall to build the tower.,The Man was not a building designer.,The man built the tower and it was grand.,2
ac55ff95-89fb-452d-9a58-8894d2cd4954,She has the picture developed and sends each sister a copy.,She gawked at how much her and her sister look alike.,She tore the picture up and threw it away.,1
ae6a3c38-eb49-4e7d-b185-8f9bf0618bbf,She was getting frantic as she searched the house for him.,Liz got bored of the game and took a nap.,"When she heard him giggling from a closet, Liz was relieved.",2
914f41cd-4518-492b-97c7-f13b82c29f76,He was given a speeding ticket.,Mark ended up being late for work.,Mark was early for work.,1
746bea88-d387-436e-afef-f5e92a2f8929,It was terribly hard to play the flute.,Amy was very committed.,Amy showed little interest in the flute.,1
99f022f4-c2ee-4e02-a307-ad5c31868d15,Even his son was a fussy fruit eater!,Bryan bought pasta.,Bryan decided to buy bananas.,2
bc18f305-4f3b-4296-a5ff-702dd706322c,He started to scream and cry.,Emily's child walked closer to the lions.,Emily picked up her child to comfort him.,2
12807d27-8002-4330-91bf-1802fd3b5eff,Finally it was the day of the big game.,Kim scored a basket and got a puppy.,Kim was upset when her family got a puppy.,1
794964a5-4e62-4a85-8e01-fd20b17aa72b,Everyone started to practice and work much harder.,Karen improved with the team.,Karen felt unmotivated after hearing the speech.,1
558a065f-e37a-4e6b-8d2a-3a4d962ba1fe,Her brother was nervous for her and took her to a therapist.,Kayla thought it was the best date she'd ever had.,Kayla told the therapist she was suicidal and asked for help.,2
f1e433e3-6cbe-4d7d-afee-3a39dc9d28ad,Then he used his nature guide to identify the plant.,He was relieved to find out he was wrong.,Ricky was soaking wet from falling in the pond.,1
71ddd569-e638-4f14-8bf3-60bd188f9971,Blue Belle ice cream arrived at Kroger last week.,My husband is so grateful!,My husband is so disappointed!,1
c7856fb7-4924-489a-8702-9333b684a155,Oni sang in the show and everyone applauded.,Oni won the talent show with his awesome singing.,The talent show told Oni to never come back.,1
12cf3857-c4b8-4733-9d39-e0b31f75fa4b,Ralph helps his mom load and unload the groceries.,Ralph's mom punishes him for refusing to help.,He is surprised when his mom gives him money for helping.,2
fc53b072-2682-446b-b2f1-b3e2bc2ee73d,She immediately went home to inform her sister.,Kayla was an only child.,Her sister was mad!,2
a6df370d-4426-41df-aa6f-9fbf875374ee,Lenny went next door and bought a pizza from a shop.,He went back home and binge watched all of his movies.,"When he got home, he prepared to return his three movies.",1
17ac6b6a-38c7-4d0c-92f0-cd1d0dc76827,She put her bid in for President.,Laura was then impeached by the country.,Laura then became elected by the country.,2
4ff0bfb1-66ea-436d-858e-856e45b3f2e6,Charlie didn't like the amount of corruption in the force.,Charlie started taking bribes.,Charlie vowed to change things if he was ever made chief.,2
2161aee4-5906-4e0c-967d-dff83f59a304,We have a neighbor dog come over to play.,Our dog really enjoys having the house to himself.,Our dog feels much better playing with another dog.,2
96d9d324-0868-40bc-9959-1aae94dd3b55,His roommates are grateful that Sean no longer smells as bad.,Sean's roommates got very angry that he wasn't listening.,They tell him to never wait so long to do laundry again.,2
1c3e9a4a-661f-48de-8107-e12331ef4674,"This time, she did very well!","She never discussed it again, and didn't become a doctor.",We took her out to drinks to celebrate.,2
48bc580e-3694-4441-ac99-b175ecc1aa02,Her clothes got soaked.,Kelly went home to change into dry clothes.,Kelly was very happy to have soaking wet clothes.,1
7efd5758-6c1f-4c3f-a78f-474683a8a688,Ben soon realized that fishing was not for him.,Ben asked his grandfather when they could go fishing next.,Ben asked his grandfather if they could watch a movie instead.,2
51331d6f-f1df-4163-8747-ec4c7d5b1d8a,Thirty minutes had passed and her date did not show up.,Amelia went back home.,Amelia was very happy.,1
3200606c-05e1-4aca-93e9-047de5a933ec,This changed the boy's mind.,The boy hoped to get lots of presents from Santa!,The boy left without getting his picture taken.,1
